Id,SalePrice
1461,116885.0
1462,169756.66666666666
1463,185893.33333333334
1464,187611.66666666666
1465,197415.86666666667
1466,181700.0
1467,186174.7
1468,176936.66666666666
1469,180543.33333333334
1470,130061.66666666667
1471,198871.36666666667
1472,104013.33333333333
1473,108343.33333333333
1474,164418.33333333334
1475,118130.0
1476,394610.43333333335
1477,251785.66666666666
1478,324779.0
1479,322902.36666666664
1480,451109.63333333336
1481,320851.6666666667
1482,205658.73333333334
1483,193534.7
1484,176812.8
1485,179056.66666666666
1486,202484.7
1487,307554.9
1488,240430.93333333332
1489,189584.0
1490,211993.03333333333
1491,194766.36666666667
1492,96678.33333333333
1493,177969.7
1494,305731.9
1495,313420.4
1496,215729.36666666667
1497,187591.36666666667
1498,161886.66666666666
1499,159936.66666666666
1500,160663.33333333334
1501,173106.66666666666
1502,162286.13333333333
1503,264492.9666666667
1504,221996.56666666668
1505,212226.03333333333
1506,207198.33333333334
1507,258052.66666666666
1508,197044.4
1509,153931.66666666666
1510,155886.66666666666
1511,156351.66666666666
1512,193703.0
1513,154875.0
1514,151666.66666666666
1515,177080.8
1516,156633.03333333333
1517,146443.33333333334
1518,137485.6
1519,212226.03333333333
1520,142578.33333333334
1521,141898.33333333334
1522,166518.2
1523,115910.0
1524,126400.0
1525,126561.66666666667
1526,130068.33333333333
1527,122665.0
1528,127760.0
1529,144191.66666666666
1530,173423.33333333334
1531,153528.33333333334
1532,119726.66666666667
1533,153430.0
1534,121366.66666666667
1535,161936.36666666667
1536,124500.0
1537,91400.36666666667
1538,159213.03333333333
1539,220396.66666666666
1540,121805.46666666666
1541,144368.33333333334
1542,147983.36666666667
1543,171381.66666666666
1544,102606.66666666667
1545,115173.33333333333
1546,124853.33333333333
1547,139955.0
1548,132891.66666666666
1549,119096.66666666667
1550,143233.33333333334
1551,127956.66666666667
1552,148891.66666666666
1553,151221.36666666667
1554,132809.16666666666
1555,155273.66666666666
1556,97671.66666666667
1557,121517.26666666666
1558,108886.66666666667
1559,107930.23333333334
1560,129523.13333333333
1561,156746.66666666666
1562,131803.33333333334
1563,128183.33333333333
1564,152583.33333333334
1565,153856.66666666666
1566,189606.36666666667
1567,91498.33333333333
1568,229708.66666666666
1569,134793.33333333334
1570,139616.66666666666
1571,139993.33333333334
1572,145538.33333333334
1573,212374.23333333334
1574,137487.0
1575,192959.7
1576,304670.23333333334
1577,195505.66666666666
1578,153640.0
1579,143290.0
1580,191404.33333333334
1581,144545.0
1582,132276.66666666666
1583,310530.5333333333
1584,235113.33333333334
1585,150386.83333333334
1586,84816.43333333333
1587,116071.66666666667
1588,146076.66666666666
1589,96151.66666666667
1590,137015.0
1591,107998.33333333333
1592,131440.0
1593,129263.33333333333
1594,151583.33333333334
1595,126437.13333333333
1596,192554.53333333333
1597,177758.43333333332
1598,198858.53333333333
1599,153926.66666666666
1600,171480.66666666666
1601,86616.66666666667
1602,112520.0
1603,114371.66666666667
1604,260026.33333333334
1605,278786.4666666667
1606,168530.56666666668
1607,172702.56666666668
1608,239259.86666666667
1609,191710.66666666666
1610,176186.66666666666
1611,167833.33333333334
1612,193396.66666666666
1613,164150.33333333334
1614,121183.33333333333
1615,99766.66666666667
1616,94950.0
1617,109743.33333333333
1618,125580.0
1619,143433.33333333334
1620,194158.43333333332
1621,145723.33333333334
1622,145363.33333333334
1623,261500.16666666666
1624,216339.7
1625,122438.33333333333
1626,178578.33333333334
1627,185743.33333333334
1628,281672.5
1629,177393.33333333334
1630,285493.3333333333
1631,196913.33333333334
1632,239348.5
1633,175253.33333333334
1634,184948.03333333333
1635,191404.4
1636,176920.73333333334
1637,196384.0
1638,221630.0
1639,168295.0
1640,268383.3333333333
1641,178309.4
1642,234705.46666666667
1643,220963.23333333334
1644,216429.9
1645,182305.0
1646,167746.66666666666
1647,155375.0
1648,149241.66666666666
1649,137556.66666666666
1650,132823.33333333334
1651,125943.33333333333
1652,111336.66666666667
1653,112453.33333333333
1654,151131.66666666666
1655,141603.33333333334
1656,153218.33333333334
1657,153935.0
1658,155816.36666666667
1659,124063.33333333333
1660,147561.66666666666
1661,427178.1
1662,381034.6666666667
1663,358000.4
1664,450604.63333333336
1665,342190.4666666667
1666,308978.36666666664
1667,371397.26666666666
1668,351406.5333333333
1669,308686.0
1670,344257.3333333333
1671,219599.23333333334
1672,409967.2
1673,318885.0
1674,262988.5333333333
1675,193304.7
1676,193355.66666666666
1677,205979.7
1678,430459.06666666665
1679,393573.1
1680,250946.2
1681,235882.56666666668
1682,297003.9666666667
1683,195626.86666666667
1684,180913.5
1685,181326.83333333334
1686,186914.0
1687,179056.66666666666
1688,194538.03333333333
1689,190143.03333333333
1690,183451.53333333333
1691,182080.16666666666
1692,279067.5
1693,179056.66666666666
1694,190524.4
1695,179126.66666666666
1696,301279.3333333333
1697,179063.33333333334
1698,333375.1
1699,283537.2
1700,229163.33333333334
1701,247911.2
1702,258221.6
1703,256822.33333333334
1704,285353.1
1705,211402.56666666668
1706,490061.3
1707,195674.7
1708,193970.7
1709,270508.5
1710,208981.56666666668
1711,277442.36666666664
1712,230085.16666666666
1713,319189.93333333335
1714,213948.9
1715,197791.36666666667
1716,179733.23333333334
1717,169050.0
1718,143293.33333333334
1719,203163.03333333333
1720,237676.53333333333
1721,163703.33333333334
1722,153870.0
1723,172861.66666666666
1724,220140.93333333332
1725,224655.0
1726,203874.7
1727,193068.03333333333
1728,184911.66666666666
1729,179086.66666666666
1730,139364.06666666668
1731,130218.66666666667
1732,134430.0
1733,123138.33333333333
1734,134763.33333333334
1735,138236.66666666666
1736,121675.0
1737,307916.8
1738,218208.23333333334
1739,264741.3
1740,210312.56666666668
1741,180684.16666666666
1742,170443.33333333334
1743,171323.33333333334
1744,252727.86666666667
1745,184223.03333333333
1746,235470.8
1747,223149.06666666668
1748,254531.0
1749,161938.33333333334
1750,145811.66666666666
1751,227085.73333333334
1752,126758.33333333333
1753,157590.33333333334
1754,197998.33333333334
1755,165566.66666666666
1756,135076.66666666666
1757,123445.0
1758,153211.66666666666
1759,178523.36666666667
1760,176050.56666666668
1761,151288.36666666667
1762,188124.66666666666
1763,191927.86666666667
1764,126090.0
1765,166693.03333333333
1766,175653.33333333334
1767,215369.36666666667
1768,141548.33333333334
1769,157336.66666666666
1770,154202.23333333334
1771,142285.0
1772,159113.33333333334
1773,141221.96666666667
1774,138644.0
1775,135650.0
1776,122091.66666666667
1777,126980.0
1778,135596.66666666666
1779,139301.66666666666
1780,157991.66666666666
1781,134936.66666666666
1782,104553.33333333333
1783,164730.83333333334
1784,117371.66666666667
1785,129213.33333333333
1786,203603.33333333334
1787,183855.2
1788,94998.33333333333
1789,106986.66666666667
1790,100290.0
1791,174490.0
1792,153303.33333333334
1793,144468.33333333334
1794,137616.66666666666
1795,136041.66666666666
1796,124925.0
1797,109766.66666666667
1798,122275.0
1799,124760.0
1800,135318.33333333334
1801,137868.33333333334
1802,142668.33333333334
1803,150028.33333333334
1804,137680.0
1805,135165.0
1806,129340.0
1807,146701.76666666666
1808,152993.33333333334
