Id,SalePrice
1461,121366.66666666667
1462,163203.33333333334
1463,180700.0
1464,196686.66666666666
1465,187365.5
1466,180933.33333333334
1467,183080.43333333332
1468,178333.33333333334
1469,178686.63333333333
1470,136525.0
1471,187315.5
1472,94491.66666666667
1473,93170.0
1474,156146.66666666666
1475,122155.26666666666
1476,383290.1666666667
1477,257506.93333333332
1478,297307.6666666667
1479,295294.63333333336
1480,510369.56666666665
1481,313932.0333333333
1482,199838.26666666666
1483,182754.7
1484,168112.66666666666
1485,173509.33333333334
1486,205066.66666666666
1487,296414.13333333336
1488,237212.83333333334
1489,188105.76666666666
1490,212557.66666666666
1491,195453.33333333334
1492,94958.33333333333
1493,181473.33333333334
1494,317337.9666666667
1495,304861.4666666667
1496,216057.66666666666
1497,183233.33333333334
1498,160353.33333333334
1499,158633.33333333334
1500,160953.33333333334
1501,179270.0
1502,160220.0
1503,239405.86666666667
1504,219611.66666666666
1505,223657.66666666666
1506,208640.0
1507,247902.0
1508,192230.0
1509,155763.33333333334
1510,160860.0
1511,156747.9
1512,204836.66666666666
1513,141206.76666666666
1514,180008.66666666666
1515,165444.56666666668
1516,145098.8
1517,142573.33333333334
1518,140598.8
1519,220358.33333333334
1520,145860.0
1521,146243.33333333334
1522,157433.33333333334
1523,113173.6
1524,130016.66666666667
1525,127296.66666666667
1526,130613.33333333333
1527,122372.9
1528,129996.66666666667
1529,145307.9
1530,176430.0
1531,132484.56666666668
1532,124073.33333333333
1533,162880.0
1534,112573.6
1535,164693.33333333334
1536,119540.8
1537,92166.66666666667
1538,176783.33333333334
1539,232808.33333333334
1540,129060.0
1541,148676.66666666666
1542,134616.66666666666
1543,200544.86666666667
1544,115513.33333333333
1545,104851.66666666667
1546,124516.66666666667
1547,126336.66666666667
1548,133180.0
1549,110576.93333333333
1550,140383.33333333334
1551,127977.2
1552,129113.33333333333
1553,177140.0
1554,123896.66666666667
1555,174442.13333333333
1556,125430.0
1557,175920.0
1558,88631.66666666667
1559,141626.66666666666
1560,147893.33333333334
1561,157343.33333333334
1562,132861.66666666666
1563,129380.0
1564,156653.33333333334
1565,149438.33333333334
1566,204915.03333333333
1567,88070.73333333334
1568,231583.66666666666
1569,154763.33333333334
1570,139960.0
1571,126160.0
1572,148086.66666666666
1573,221356.73333333334
1574,142036.06666666668
1575,198639.76666666666
1576,324974.86666666664
1577,192901.56666666668
1578,159798.8
1579,139932.9
1580,185680.0
1581,139700.0
1582,134128.33333333334
1583,341223.06666666665
1584,238845.33333333334
1585,141360.0
1586,78854.06666666667
1587,108400.26666666666
1588,151750.0
1589,103396.8
1590,137063.33333333334
1591,96456.66666666667
1592,130571.0
1593,131646.66666666666
1594,152133.33333333334
1595,122423.33333333333
1596,217108.9
1597,189892.66666666666
1598,182272.33333333334
1599,144101.23333333334
1600,171394.3
1601,87704.06666666667
1602,111963.6
1603,112643.6
1604,284228.26666666666
1605,291814.43333333335
1606,191266.66666666666
1607,180953.33333333334
1608,227405.66666666666
1609,184923.13333333333
1610,176896.66666666666
1611,146065.0
1612,186774.46666666667
1613,168793.76666666666
1614,127616.66666666667
1615,92565.0
1616,88943.33333333333
1617,93610.0
1618,123916.66666666667
1619,136718.33333333334
1620,188486.66666666666
1621,142188.33333333334
1622,157811.66666666666
1623,282571.6
1624,237118.66666666666
1625,124563.33333333333
1626,169400.0
1627,178933.33333333334
1628,297472.26666666666
1629,176560.0
1630,302886.6666666667
1631,206330.0
1632,240120.0
1633,174006.66666666666
1634,176080.0
1635,183166.66666666666
1636,164038.63333333333
1637,197106.66666666666
1638,218772.86666666667
1639,173160.0
1640,284020.0
1641,166158.33333333334
1642,214350.0
1643,239586.66666666666
1644,217586.66666666666
1645,186930.0
1646,161966.66666666666
1647,152676.66666666666
1648,146134.56666666668
1649,139211.23333333334
1650,133145.0
1651,115043.6
1652,92025.0
1653,101748.33333333333
1654,156810.0
